,energy,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
0,-12.528373938,0.09404672136,-0.1018526424,1.216542516,-0.1208409628,-1.02829011,-0.08292737137,-0.4833068081,-1.065041326,0.6393680917,-1.08368549,0.6714515406,0.8607899594,-0.4509648168,0.8797528226
1,-11.492627059,0.6155553594,0.4580208758,-0.08177450773,-0.421778406,-0.4957919697,0.622201709,0.2019169302,1.501604854,1.029261816,-0.5857098912,-1.192542684,-0.2583821019,0.3318667425,-1.465285517
2,-11.467790548,0.1343207755,-0.8158977283,0.9386680764,-0.02839265624,-0.1430497346,0.2718829306,-0.9463873955,-0.5122977734,-1.223677558,0.5758409701,1.216220953,-1.116510372,-0.4186558716,1.360071114
3,-11.397711357,0.4764521039,-0.306335784,-0.1837097861,0.6018613524,-0.640008751,-0.4236815024,-1.096455127,-1.449897794,0.02029776759,-1.332056846,0.934060592,0.7187270319,0.274354809,1.626863526
