,energy,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
0,-12.534866518,1.112421314,-0.1160678309,2.256853139e-09,1.988065852e-09,-1.112421308,0.1160678381,0.455692967,-1.02141903,-0.6567283456,-0.9053511956,0.6567283498,0.9053511987,-0.455692959,1.021419035
1,-11.501291117,-1.056226959,1.006069065,-1.114476918,-0.1150225854,-0.169727803,-0.71474241,0.8601873612,0.927662403,-0.1213074296,0.399839414,0.7769051915,-1.310759644,0.8246465502,-0.1930462362
2,-11.47690703,-0.6745342251,-1.259836942,0.3762070809,0.707438843,-0.1439545228,-0.2801210235,-0.7479720971,0.6537342963,0.4478558983,-1.229013991,0.9731039942,-0.2392290735,-0.2307061284,1.647027891
3,-11.403418627,-0.4035952072,-0.5679857548,0.5272100498,1.130184876,-0.4317935155,0.5468558025,0.5836721373,-1.102086716,-0.3721478651,-1.686127681,-0.4569137901,1.665157764,0.5535681913,0.014001708
